001	UDA01
031	UDA01
136	UDA01
137	UDA01
139	UDA01
149	UDA01
176	UDA01
031	UDA02
042	UDA02
032	UDA02
043	UDA02
133	UDA02
134	UDA02
136	UDA02
137	UDA02
176	UDA02
043	UDA03
045	UDA03
233	UDA03
234	UDA03
042	UDA04
043	UDA04
031	UDA05
044	UDA05
045	UDA05
233	UDA05
234	UDA05
046	UDA06
045	UDA06
175	UDA06
244	UDA06
002	UDA07
003	UDA07
004	UDA07
005	UDA07
006	UDA07
007	UDA07
015	UDA07
026	UDA07
032	UDA07
133	UDA07
134	UDA07
136	UDA07
176	UDA07
178	UDA07
132	UDA07
240	UDA07
135	UDA07
138	UDA07
141	UDA07
025	UDA08
029	UDA08
002	UDA08
011	UDA08
012	UDA08
013	UDA08
021	UDA08
026	UDA08
028	UDA08
040	UDA08
178	UDA08
237	UDA08
239	UDA08
235	UDA08
ES0702050305	UDA09
026	UDA09
032	UDA09
134	UDA09
141	UDA09
002	UDA10
026	UDA10
133	UDA10
138	UDA10
ES0701020001	UDA11
001	UDA11
004	UDA11
006	UDA11
176	UDA11
177	UDA11
240	UDA11
002	UDA12
003	UDA12
004	UDA12
007	UDA12
015	UDA12
026	UDA12
032	UDA12
133	UDA12
134	UDA12
135	UDA12
138	UDA12
141	UDA12
ES0702050105	UDA13
227	UDA13
021	UDA13
040	UDA13
081	UDA13
194	UDA13
195	UDA13
196	UDA13
197	UDA13
215	UDA13
210	UDA13
213	UDA13
214	UDA13
216	UDA13
219	UDA13
222	UDA13
223	UDA13
224	UDA13
235	UDA13
066	UDA14
182	UDA14
202	UDA14
197	UDA14
204	UDA14
205	UDA14
206	UDA14
208	UDA14
209	UDA14
230	UDA14
140	UDA14
235	UDA14
ES0702050108	UDA15
017	UDA15
018	UDA15
019	UDA15
229	UDA15
020	UDA15
027	UDA15
030	UDA15
021	UDA15
024	UDA15
026	UDA15
028	UDA15
182	UDA15
194	UDA15
230	UDA15
140	UDA15
235	UDA15
042	UDA16
061	UDA16
142	UDA16
182	UDA16
039	UDA16
140	UDA16
042	UDA17
ES0702050112	UDA18
043	UDA18
047	UDA18
080	UDA20
082	UDA20
083	UDA20
084	UDA20
042	UDA21
043	UDA21
018	UDA22
022	UDA22
042	UDA22
032	UDA22
041	UDA22
043	UDA22
048	UDA22
080	UDA22
082	UDA22
083	UDA22
182	UDA22
017	UDA25
018	UDA25
026	UDA25
042	UDA25
032	UDA25
041	UDA25
048	UDA25
080	UDA25
182	UDA25
042	UDA26
061	UDA27
062	UDA27
063	UDA27
065	UDA27
182	UDA27
ES0702051902	UDA28
058	UDA28
061	UDA28
062	UDA28
063	UDA28
064	UDA28
065	UDA28
146	UDA28
182	UDA28
042	UDA29
070	UDA30
071	UDA30
072	UDA30
073	UDA30
061	UDA30
064	UDA30
068	UDA30
069	UDA30
059	UDA31
060	UDA31
071	UDA31
072	UDA31
073	UDA31
057	UDA31
058	UDA31
050	UDA31
054	UDA31
055	UDA31
061	UDA31
064	UDA31
065	UDA31
075	UDA31
231	UDA31
098	UDA32
080	UDA32
083	UDA32
084	UDA32
083	UDA34
084	UDA34
098	UDA36
084	UDA36
097	UDA36
099	UDA36
043	UDA37
084	UDA39
147	UDA39
080	UDA40
082	UDA41
ES0702052302	UDA42
059	UDA42
049	UDA42
075	UDA42
082	UDA42
080	UDA43
082	UDA43
083	UDA43
079	UDA44
048	UDA44
078	UDA44
080	UDA44
082	UDA44
084	UDA45
143	UDA45
147	UDA45
157	UDA45
165	UDA45
ES0702100001	UDA46
084	UDA46
161	UDA46
084	UDA48
161	UDA48
100	UDA51
145	UDA51
161	UDA51
084	UDA52
161	UDA52
ES0702100001	UDA53
084	UDA53
084	UDA54
046	UDA55
084	UDA55
ES0703190002	UDA56
084	UDA56
100	UDA56
145	UDA56
161	UDA56
099	UDA57
100	UDA57
110	UDA57
111	UDA57
160	UDA57
183	UDA57
171	UDA57
184	UDA57
236	UDA57
100	UDA58
145	UDA58
236	UDA58
ES0702050204	UDA60
067	UDA60
075	UDA60
076	UDA60
077	UDA60
241	UDA60
086	UDA60
087	UDA60
088	UDA60
089	UDA60
156	UDA60
148	UDA60
151	UDA60
152	UDA60
155	UDA60
168	UDA60
159	UDA60
169	UDA60
231	UDA60
096	UDA61
097	UDA61
150	UDA61
158	UDA61
192	UDA65
085	UDA65
097	UDA65
242	UDA65
124	UDA63
125	UDA63
079	UDA63
074	UDA63
078	UDA63
090	UDA63
091	UDA63
092	UDA63
093	UDA63
094	UDA63
095	UDA63
096	UDA63
097	UDA63
156	UDA63
148	UDA63
150	UDA63
158	UDA63
166	UDA63
180	UDA63
181	UDA63
192	UDA64
080	UDA64
085	UDA64
097	UDA64
130	UDA64
179	UDA64
171	UDA64
180	UDA64
243	UDA64
242	UDA64
097	UDA66
103	UDA67
104	UDA67
105	UDA67
106	UDA67
107	UDA67
117	UDA67
102	UDA67
108	UDA67
109	UDA67
111	UDA67
112	UDA67
113	UDA67
114	UDA67
115	UDA67
118	UDA67
190	UDA67
191	UDA67
125	UDA68
126	UDA68
127	UDA68
128	UDA68
ES0701030007	UDA68
129	UDA68
122	UDA68
123	UDA68
119	UDA68
120	UDA68
126	UDA69
095	UDA69
119	UDA69
131	UDA69
166	UDA69
173	UDA69
174	UDA69
166	UDA70
174	UDA70
095	UDA71
131	UDA71
166	UDA71
174	UDA71
ES0702100001	UDA72
084	UDA72
ES0702052302	UDA73
049	UDA73
080	UDA73
082	UDA73
100	UDA75
236	UDA75
\.


